phase,step,elapsed_seconds,combined_training_elapsed_seconds,train_nll,train_ppl,validation_nll,validation_ppl,learning_rate,tokens_per_second
continuation,18700,580.0061816498637,4180.006181649864,3.628296375274658,37.64862282692059,4.022352933883667,55.83232115601303,0.00017719087413111903,146663.4851339433
continuation,18800,602.006718672812,4202.006718672812,3.3607226610183716,28.810003224471114,4.040794998407364,56.87153762001813,0.00017483530479752506,146746.74760235322
continuation,18900,624.1388873383403,4224.13888733834,3.798283815383911,44.62453479947811,4.0616088807582855,58.06765990595877,0.0001724896775229316,146793.17353660412
continuation,19000,646.3056137338281,4246.305613733828,3.447190046310425,31.412001909780447,4.022915259003639,55.86372590171657,0.00017015425832508636,146828.56837923374
continuation,19100,670.2577056959271,4270.257705695927,4.353314399719238,77.73568355154386,4.017349973320961,55.553691822094926,0.0001678293120640381,146470.42050500153
continuation,19200,696.0184976235032,4296.018497623503,3.3657724857330322,28.95585664794753,4.003322437405586,54.779850646404036,0.00016551510241209942,145757.22965178595
continuation,19300,718.3584302812815,4318.3584302812815,3.458831787109375,31.779829214764487,4.02856357395649,56.1801546233252,0.000163211891823943,145785.89682450463
continuation,19400,740.3401800021529,4340.340180002153,3.1922476291656494,24.3430802175803,3.998036488890648,54.49105113834783,0.00016091994150683705,145883.3802586345
continuation,19500,762.6653578728437,4362.665357872844,4.1430569887161255,62.995102716803515,4.019019246101379,55.646503530182876,0.00015863951139102187,145909.5091330388
continuation,19600,784.6018359214067,4384.601835921407,3.498578429222107,33.068409444944756,4.029169663786888,56.21421516454378,0.0001563708601002308,146006.44907422207
continuation,19700,806.7425206005573,4406.742520600557,3.49754798412323,33.03435181477718,4.029701456427574,56.2441174206654,0.00015411424492236,146061.13473761358
continuation,19800,828.6907133758068,4428.690713375807,3.7333920001983643,41.820723751457884,4.035182073712349,56.55321615499726,0.00015186992178028888,146146.8386759597
continuation,19900,850.5428770184517,4450.542877018452,3.6637120246887207,39.005865204793366,4.0271367728710175,56.100053875232646,0.00014963814520285672,146244.62959002776
continuation,20000,872.4104259684682,4472.410425968468,3.9194849729537964,50.374493869147706,4.004128664731979,54.82403346723641,0.0001474191682959956,146334.9407571319
continuation,20100,895.6873907968402,4495.68739079684,3.7980517148971558,44.61417862511297,4.013144001364708,55.320525242003555,0.00014521324271402655,146190.4335657886
continuation,20200,917.6217178180814,4517.621717818081,3.8701744079589844,47.950748343725856,4.024989902973175,55.97974354981828,0.0001430206186311185,146266.94790871185
continuation,20300,939.5736184343696,4539.57361843437,3.551340341567993,34.860010509459066,3.986033007502556,53.84087879259381,0.00014084154471291678,146337.1526215369
continuation,20400,962.0574463009834,4562.057446300983,2.9299052953720093,18.725856987374677,3.9946697503328323,54.307902495221796,0.00013867626808834158,146323.2040261753
continuation,20500,983.8580234050751,4583.858023405075,4.080774545669556,59.19129846331423,3.9928718954324722,54.21035248325177,0.0001365250343215612,146411.49898992322
continuation,20600,1005.7316399142146,4605.731639914215,3.61833119392395,37.27531062405085,3.9906214624643326,54.08849288866286,0.00013438808738414207,146485.32685375822
continuation,20700,1027.5920921340585,4627.5920921340585,3.3656634092330933,28.952698416699178,3.9876457154750824,53.92777846012954,0.00013226566962738082,146557.88921773122
continuation,20800,1049.2418137341738,4649.241813734174,3.3998948335647583,29.960948995505156,3.980186864733696,53.52703560826385,0.00013015802175481836,146656.8773620999
continuation,20900,1071.7381305843592,4671.738130584359,3.7766571044921875,43.669813834956145,3.9895697236061096,54.03163582354257,0.00012806538279494238,146635.9398021156
continuation,21000,1093.842988409102,4693.842988409102,3.514842987060547,33.6106502026131,3.9750539362430573,53.25298909444071,0.00012598799007407837,146668.33329830487
continuation,21100,1117.906284302473,4717.906284302473,3.624353289604187,37.5004633764062,3.9666475355625153,52.80719949889196,0.00012392607918947516,146442.44360979466
continuation,21200,1140.5020894557238,4740.502089455724,3.555735230445862,35.01355353706078,3.949086457490921,51.887943334493094,0.00012187988398258535,146414.22365099724
continuation,21300,1163.0273721441627,4763.027372144163,3.468253254890442,32.080656745021855,3.964132472872734,52.67455295878418,0.00011984963651254551,146395.97663647693
continuation,21400,1185.4675243720412,4785.467524372041,3.5925761461257935,36.32754053835502,3.95607191324234,52.25167319705493,0.00011783556702985817,146388.93468796305
continuation,21500,1207.9479585513473,4807.947958551347,3.5669604539871216,35.40880273248098,3.9673543125391006,52.84453560429135,0.00011583790395027944,146377.2729183216
continuation,21600,1229.807854861021,4829.807854861021,2.914207696914673,18.43420114079791,3.963428020477295,52.63745931066231,0.00011385687382891388,146439.890823719
continuation,21700,1252.9165809080005,4852.9165809080005,3.5327277183532715,34.21717525180249,3.9651288241147995,52.72706146916585,0.00011189270133452147,146354.29907640797
continuation,21800,1275.4333591759205,4875.4333591759205,3.8401702642440796,46.53339673894814,3.9670127481222153,52.82648887353808,0.00010994560922403715,146339.69439265376
continuation,21900,1297.216597393155,4897.216597393155,3.9956603050231934,54.36172409498034,3.9766384214162827,53.33743454970934,0.00010801581831730875,146408.33950295104
continuation,22000,1319.9614235460758,4919.961423546076,3.282618999481201,26.645465858123735,3.968237981200218,52.89125330275917,0.00010610354747205334,146368.0108778997
continuation,22100,1343.953596778214,4943.953596778214,3.6248292922973633,37.51831794704346,3.978935733437538,53.46010813508223,0.0001042090135590364,146193.23797414088
continuation,22200,1365.909089103341,4965.909089103341,3.3312976360321045,27.974619034403414,3.9399981945753098,51.41850846819839,0.00010233243143747705,146242.33017669534
continuation,22300,1388.6341266408563,4988.634126640856,3.5806115865707397,35.895487333293765,3.9791910648345947,53.4737599219699,0.00010047401393068023,146208.7990672794
continuation,22400,1410.9264094904065,5010.9264094904065,3.3212978839874268,27.696273791645055,3.9513915330171585,52.0076869187628,9.863397180190097e-05,146221.18248854196
continuation,22500,1433.5052575021982,5033.505257502198,3.427882671356201,30.81133591197584,3.9695968329906464,52.96317353040607,9.681251373044116e-05,146203.94791239794
continuation,22600,1456.5510558485985,5056.5510558485985,3.885116934776306,48.672633650262995,3.962043449282646,52.5646294314525,9.500984628798371e-05,146140.38220307045
continuation,22700,1478.9987084940076,5078.998708494008,3.390122652053833,29.669591083493113,3.949685737490654,51.91904806044991,9.322617391516499e-05,146137.87473829678
continuation,22800,1501.3187610208988,5101.318761020899,3.8920780420303345,49.01263107978777,3.947111889719963,51.78558816075334,9.146169889838922e-05,146147.86259701292
continuation,22900,1524.0523174107075,5124.0523174107075,3.4787516593933105,32.41922656806689,3.95527121424675,52.20985208010566,8.971662134688705e-05,146117.90255228378
continuation,23000,1546.3551066592336,5146.355106659234,3.542418122291565,34.55036526722178,3.946795865893364,51.76922526668847,8.799113917002157e-05,146129.51903924876
continuation,23100,1570.5332060158253,5170.533206015825,3.1994305849075317,24.518564980538557,3.962205544114113,52.573150576799456,8.628544805484273e-05,145966.30438751134
continuation,23200,1592.4944000169635,5192.4944000169635,3.3724100589752197,29.148692540432137,3.9431784003973007,51.58229019995878,8.45997414438952e-05,146011.0176824001
continuation,23300,1615.2160988375545,5215.2160988375545,4.061643958091736,58.069696800352176,3.937851518392563,51.308247969852225,8.293421051327943e-05,145985.74653243023
continuation,23400,1637.9526787996292,5237.952678799629,3.166708469390869,23.729250118770647,3.936749130487442,51.25171754281177,8.128904415097068e-05,145959.85042449817
continuation,23500,1660.6551733985543,5260.655173398554,3.605860471725464,36.81334707691727,3.949823886156082,51.926221103111494,7.966442893539724e-05,145937.65875189065
continuation,23600,1683.2254714816809,5283.225471481681,3.6507468223571777,38.50341052199401,3.9460299760103226,51.72959092051362,7.806054911428038e-05,145927.52555234445
continuation,23700,1705.4015902504325,5305.4015902504325,3.9218170642852783,50.49210888079673,3.9269207417964935,50.75046303874814,7.647758658373878e-05,145951.38729960317
continuation,23800,1728.6382233276963,5328.638223327696,3.7409708499908447,42.138880844509295,3.926932081580162,50.75103854128311,7.491572086765997e-05,145885.08144552002
continuation,23900,1750.9812116771936,5350.981211677194,3.5997772216796875,36.590082058603265,3.9270462691783905,50.756834011360844,7.33751290973402e-05,145894.95666564343
continuation,24000,1773.0886780917645,5373.088678091764,3.7902854681015015,44.269035869993154,3.927406221628189,50.77510734667586,7.185598599139618e-05,145923.96375710735
continuation,24100,1797.1592714190483,5397.159271419048,3.5591756105422974,35.13422092156873,3.9264748245477676,50.72783757681511,7.035846383595e-05,145792.82547011704
